timestamp,tx_id,rx_id,link_type,throughput_mbps,is_active
60.0,flow_west.5,vehicle_1,V2V,174.33573591967533,False
60.0,vehicle_0,flow_east.1,V2V,165.8265503247556,False
60.0,vehicle_0,flow_east.3,V2V,355.8584260812596,False
60.0,vehicle_0,flow_east.4,V2V,563.2550246212377,False
60.0,vehicle_0,flow_east.5,V2V,221.57447646841135,False
60.0,vehicle_0,flow_west.2,V2V,136.34396640760497,False
60.0,vehicle_0,flow_west.3,V2V,112.4042095168152,False
60.0,vehicle_0,flow_west.4,V2V,401.1313044189525,False
60.0,vehicle_0,flow_west.5,V2V,146.29958618690017,False
60.0,vehicle_0,vehicle_1,V2V,659.8110161197217,False
60.0,vehicle_1,flow_east.1,V2V,199.40287962234788,False
60.0,vehicle_1,flow_east.3,V2V,466.4628448681492,False
60.0,vehicle_1,flow_east.4,V2V,919.6637340070504,False
60.0,vehicle_1,flow_east.5,V2V,272.96140311206483,False
60.0,vehicle_1,flow_west.2,V2V,161.76844973189858,False
60.0,vehicle_1,flow_west.3,V2V,131.721276540408,False
60.0,vehicle_1,flow_west.4,V2V,540.8336134619022,False
60.0,vehicle_1,flow_west.5,V2V,174.33573591967533,False
60.0,vehicle_1,vehicle_0,V2V,659.8110161197217,False
61.0,BS_1,flow_east.1,V2I,584.7691648656303,True
61.0,BS_1,flow_east.3,V2I,395.2191729016103,False
61.0,BS_1,flow_east.4,V2I,334.7306890543364,False
61.0,BS_1,flow_east.5,V2I,498.1857443812832,True
61.0,BS_1,flow_west.2,V2I,181.15878937659377,False
61.0,BS_1,flow_west.3,V2I,595.8749501378935,True
61.0,BS_1,flow_west.4,V2I,397.70649392996137,False
61.0,BS_1,flow_west.5,V2I,631.2401624718384,False
61.0,BS_1,vehicle_1,V2I,321.91425968029665,False
61.0,flow_east.1,flow_east.3,V2V,300.181648136069,False
61.0,flow_east.1,flow_east.4,V2V,214.0697838057939,False
61.0,flow_east.1,flow_east.5,V2V,529.8154290203812,False
61.0,flow_east.1,flow_west.2,V2V,527.8732715327078,False
61.0,flow_east.1,flow_west.3,V2V,369.903435324211,False
61.0,flow_east.1,flow_west.4,V2V,301.92747297090347,False
61.0,flow_east.1,flow_west.5,V2V,610.9225058900546,False
61.0,flow_east.1,vehicle_1,V2V,198.40883124054264,False
61.0,flow_east.3,flow_east.1,V2V,300.181648136069,False
61.0,flow_east.3,flow_east.4,V2V,526.2553344767326,False
61.0,flow_east.3,flow_east.5,V2V,448.3234380064039,False
61.0,flow_east.3,flow_west.2,V2V,214.58377466886296,False
61.0,flow_east.3,flow_west.3,V2V,169.93828982954145,False
61.0,flow_east.3,flow_west.4,V2V,1474.1849086483408,False
61.0,flow_east.3,flow_west.5,V2V,232.6349077901941,False
61.0,flow_east.3,vehicle_1,V2V,464.5487982639571,False
61.0,flow_east.4,flow_east.1,V2V,214.0697838057939,False
61.0,flow_east.4,flow_east.3,V2V,526.2553344767326,False
61.0,flow_east.4,flow_east.5,V2V,298.72909099491807,False
61.0,flow_east.4,flow_west.2,V2V,159.31524901544293,False
61.0,flow_east.4,flow_west.3,V2V,129.34796393368782,False
61.0,flow_east.4,flow_west.4,V2V,521.4044557134728,False
61.0,flow_east.4,flow_west.5,V2V,171.32064711173012,False
61.0,flow_east.4,vehicle_1,V2V,925.964872181301,False
61.0,flow_east.5,flow_east.1,V2V,529.8154290203812,False
61.0,flow_east.5,flow_east.3,V2V,448.3234380064039,False
61.0,flow_east.5,flow_east.4,V2V,298.72909099491807,False
61.0,flow_east.5,flow_west.2,V2V,339.5321233063367,False
61.0,flow_east.5,flow_west.3,V2V,256.7689647642131,False
61.0,flow_east.5,flow_west.4,V2V,451.8161418519275,False
61.0,flow_east.5,flow_west.5,V2V,375.7388049752782,False
61.0,flow_east.5,vehicle_1,V2V,273.5258174239854,False
61.0,flow_west.2,flow_east.1,V2V,527.8732715327078,False
61.0,flow_west.2,flow_east.3,V2V,214.58377466886296,False
61.0,flow_west.2,flow_east.4,V2V,159.31524901544293,False
61.0,flow_west.2,flow_east.5,V2V,339.5321233063367,False
61.0,flow_west.2,flow_west.3,V2V,599.4710454583745,False
61.0,flow_west.2,flow_west.4,V2V,215.8710900996208,False
61.0,flow_west.2,flow_west.5,V2V,919.33210799225,True
61.0,flow_west.2,vehicle_1,V2V,148.8526062168409,False
61.0,flow_west.3,flow_east.1,V2V,369.903435324211,False
61.0,flow_west.3,flow_east.3,V2V,169.93828982954145,False
61.0,flow_west.3,flow_east.4,V2V,129.34796393368782,False
61.0,flow_west.3,flow_east.5,V2V,256.7689647642131,False
61.0,flow_west.3,flow_west.2,V2V,599.4710454583745,False
61.0,flow_west.3,flow_west.4,V2V,170.85921126339957,False
61.0,flow_west.3,flow_west.5,V2V,519.1422474340515,False
61.0,flow_west.3,vehicle_1,V2V,121.44064161819212,False
61.0,flow_west.4,flow_east.1,V2V,301.92747297090347,False
61.0,flow_west.4,flow_east.3,V2V,1474.1849086483408,True
61.0,flow_west.4,flow_east.4,V2V,521.4044557134728,False
61.0,flow_west.4,flow_east.5,V2V,451.8161418519275,False
61.0,flow_west.4,flow_west.2,V2V,215.8710900996208,False
61.0,flow_west.4,flow_west.3,V2V,170.85921126339957,False
61.0,flow_west.4,flow_west.5,V2V,233.966218208406,False
61.0,flow_west.4,vehicle_1,V2V,460.7238873646651,False
61.0,flow_west.5,flow_east.1,V2V,610.9225058900546,False
61.0,flow_west.5,flow_east.3,V2V,232.6349077901941,False
61.0,flow_west.5,flow_east.4,V2V,171.32064711173012,False
61.0,flow_west.5,flow_east.5,V2V,375.7388049752782,False
61.0,flow_west.5,flow_west.2,V2V,919.33210799225,False
61.0,flow_west.5,flow_west.3,V2V,519.1422474340515,False
61.0,flow_west.5,flow_west.4,V2V,233.966218208406,False
61.0,flow_west.5,vehicle_1,V2V,159.759765222767,False
61.0,vehicle_1,flow_east.1,V2V,198.40883124054264,False
61.0,vehicle_1,flow_east.3,V2V,464.5487982639571,False
61.0,vehicle_1,flow_east.4,V2V,925.964872181301,True
61.0,vehicle_1,flow_east.5,V2V,273.5258174239854,False
61.0,vehicle_1,flow_west.2,V2V,148.8526062168409,False
61.0,vehicle_1,flow_west.3,V2V,121.44064161819212,False
61.0,vehicle_1,flow_west.4,V2V,460.7238873646651,False
61.0,vehicle_1,flow_west.5,V2V,159.759765222767,False
62.0,BS_1,flow_east.1,V2I,573.6784742961894,True
62.0,BS_1,flow_east.3,V2I,385.6091823186896,False
62.0,BS_1,flow_east.4,V2I,326.96559396634837,False
62.0,BS_1,flow_east.5,V2I,484.375841162788,True
62.0,BS_1,flow_west.2,V2I,630.2561666660467,False
62.0,BS_1,flow_west.3,V2I,582.4845158276606,True
62.0,BS_1,flow_west.4,V2I,408.93480007494657,False
62.0,BS_1,flow_west.5,V2I,181.3964259140568,False
62.0,BS_1,vehicle_1,V2I,314.22990080059554,False
62.0,flow_east.1,flow_east.3,V2V,299.01943441344736,False
62.0,flow_east.1,flow_east.4,V2V,213.29980384860173,False
62.0,flow_east.1,flow_east.5,V2V,522.0509820635123,False
62.0,flow_east.1,flow_west.2,V2V,456.90331035887937,False
62.0,flow_east.1,flow_west.3,V2V,329.0515631662001,False
62.0,flow_east.1,flow_west.4,V2V,338.02984219621237,False
62.0,flow_east.1,flow_west.5,V2V,517.2040052485606,False
62.0,flow_east.1,vehicle_1,V2V,197.41709443493204,False
62.0,flow_east.3,flow_east.1,V2V,299.01943441344736,False
62.0,flow_east.3,flow_east.4,V2V,526.2553344767326,False
62.0,flow_east.3,flow_east.5,V2V,451.8161418519275,False
62.0,flow_east.3,flow_west.2,V2V,195.6871488635396,False
62.0,flow_east.3,flow_west.3,V2V,155.78361414740235,False
62.0,flow_east.3,flow_west.4,V2V,843.7621986230889,False
62.0,flow_east.3,flow_west.5,V2V,211.25245996366425,False
62.0,flow_east.3,vehicle_1,V2V,463.5921702220468,False
62.0,flow_east.4,flow_east.1,V2V,213.29980384860173,False
62.0,flow_east.4,flow_east.3,V2V,526.2553344767326,False
62.0,flow_east.4,flow_east.5,V2V,300.4724108554143,False
62.0,flow_east.4,flow_west.2,V2V,146.72332664891255,False
62.0,flow_east.4,flow_west.3,V2V,119.5596882877001,False
62.0,flow_east.4,flow_west.4,V2V,447.3715646737752,False
62.0,flow_east.4,flow_west.5,V2V,157.10285857025488,False
62.0,flow_east.4,vehicle_1,V2V,921.6535173205102,False
62.0,flow_east.5,flow_east.1,V2V,522.0509820635123,False
62.0,flow_east.5,flow_east.3,V2V,451.8161418519275,False
62.0,flow_east.5,flow_east.4,V2V,300.4724108554143,False
62.0,flow_east.5,flow_west.2,V2V,301.6362945583815,False
62.0,flow_east.5,flow_west.3,V2V,230.51116928411304,False
62.0,flow_east.5,flow_west.4,V2V,532.4060317992868,False
62.0,flow_east.5,flow_west.5,V2V,331.1409714385041,False
62.0,flow_east.5,vehicle_1,V2V,274.9385588070461,False
62.0,flow_west.2,flow_east.1,V2V,456.90331035887937,False
62.0,flow_west.2,flow_east.3,V2V,195.6871488635396,False
62.0,flow_west.2,flow_east.4,V2V,146.72332664891255,False
62.0,flow_west.2,flow_east.5,V2V,301.6362945583815,False
62.0,flow_west.2,flow_west.3,V2V,595.8749501378935,False
62.0,flow_west.2,flow_west.4,V2V,216.38694803389723,False
62.0,flow_west.2,flow_west.5,V2V,922.3167887251544,True
62.0,flow_west.2,vehicle_1,V2V,137.1577575902878,False
62.0,flow_west.3,flow_east.1,V2V,329.0515631662001,False
62.0,flow_west.3,flow_east.3,V2V,155.78361414740235,False
62.0,flow_west.3,flow_east.4,V2V,119.5596882877001,False
62.0,flow_west.3,flow_east.5,V2V,230.51116928411304,False
62.0,flow_west.3,flow_west.2,V2V,595.8749501378935,False
62.0,flow_west.3,flow_west.4,V2V,170.85921126339957,False
62.0,flow_west.3,flow_west.5,V2V,517.2040052485606,False
62.0,flow_west.3,vehicle_1,V2V,112.22452391523647,False
62.0,flow_west.4,flow_east.1,V2V,338.02984219621237,False
62.0,flow_west.4,flow_east.3,V2V,843.7621986230889,True
62.0,flow_west.4,flow_east.4,V2V,447.3715646737752,False
62.0,flow_west.4,flow_east.5,V2V,532.4060317992868,False
62.0,flow_west.4,flow_west.2,V2V,216.38694803389723,False
62.0,flow_west.4,flow_west.3,V2V,170.85921126339957,False
62.0,flow_west.4,flow_west.5,V2V,234.4995923670648,False
62.0,flow_west.4,vehicle_1,V2V,399.8852895903136,False
62.0,flow_west.5,flow_east.1,V2V,517.2040052485606,False
62.0,flow_west.5,flow_east.3,V2V,211.25245996366425,False
62.0,flow_west.5,flow_east.4,V2V,157.10285857025488,False
62.0,flow_west.5,flow_east.5,V2V,331.1409714385041,False
62.0,flow_west.5,flow_west.2,V2V,922.3167887251544,False
62.0,flow_west.5,flow_west.3,V2V,517.2040052485606,False
62.0,flow_west.5,flow_west.4,V2V,234.4995923670648,False
62.0,flow_west.5,vehicle_1,V2V,146.72332664891255,False
62.0,vehicle_1,flow_east.1,V2V,197.41709443493204,False
62.0,vehicle_1,flow_east.3,V2V,463.5921702220468,False
62.0,vehicle_1,flow_east.4,V2V,921.6535173205102,True
62.0,vehicle_1,flow_east.5,V2V,274.9385588070461,False
62.0,vehicle_1,flow_west.2,V2V,137.1577575902878,False
62.0,vehicle_1,flow_west.3,V2V,112.22452391523647,False
62.0,vehicle_1,flow_west.4,V2V,399.8852895903136,False
62.0,vehicle_1,flow_west.5,V2V,146.72332664891255,False
63.0,BS_1,flow_east.1,V2I,562.2786027070588,True
63.0,BS_1,flow_east.3,V2I,376.661925860841,True
63.0,BS_1,flow_east.4,V2I,319.248561102768,False
63.0,BS_1,flow_east.5,V2I,470.9329866216002,True
63.0,BS_1,flow_west.2,V2I,624.6818341462133,False
63.0,BS_1,flow_west.3,V2I,568.4648827236722,True
63.0,BS_1,flow_west.4,V2I,421.1605559041608,True
63.0,BS_1,flow_west.5,V2I,180.68398393855293,False
63.0,BS_1,vehicle_1,V2I,306.89004368774096,False
63.0,flow_east.1,flow_east.3,V2V,298.1486571873432,False
63.0,flow_east.1,flow_east.4,V2V,212.01919873135185,False
63.0,flow_east.1,flow_east.5,V2V,514.9436619537512,False
63.0,flow_east.1,flow_west.2,V2V,401.4429195798042,False
63.0,flow_east.1,flow_west.3,V2V,294.6732003647027,False
63.0,flow_east.1,flow_west.4,V2V,381.2845050241565,False
63.0,flow_east.1,flow_west.5,V2V,448.006114133782,False
63.0,flow_east.1,vehicle_1,V2V,196.18069009648744,False
63.0,flow_east.3,flow_east.1,V2V,298.1486571873432,False
63.0,flow_east.3,flow_east.4,V2V,521.727708884227,False
63.0,flow_east.3,flow_east.5,V2V,456.2669766454994,False
63.0,flow_east.3,flow_west.2,V2V,179.0270912532525,False
63.0,flow_east.3,flow_west.3,V2V,143.35325564636213,False
63.0,flow_east.3,flow_west.4,V2V,654.8804472914046,False
63.0,flow_east.3,flow_west.5,V2V,192.73823432016133,False
63.0,flow_east.3,vehicle_1,V2V,460.4053389000632,False
63.0,flow_east.4,flow_east.1,V2V,212.01919873135185,False
63.0,flow_east.4,flow_east.3,V2V,521.727708884227,False
63.0,flow_east.4,flow_east.5,V2V,301.05418642985774,False
63.0,flow_east.4,flow_west.2,V2V,134.92683246099614,False
63.0,flow_east.4,flow_west.3,V2V,110.43812154230284,False
63.0,flow_east.4,flow_west.4,V2V,388.0847710956295,False
63.0,flow_east.4,flow_west.5,V2V,144.19151046834352,False
63.0,flow_east.4,vehicle_1,V2V,922.3167887251544,False
63.0,flow_east.5,flow_east.1,V2V,514.9436619537512,False
63.0,flow_east.5,flow_east.3,V2V,456.2669766454994,False
63.0,flow_east.5,flow_east.4,V2V,301.05418642985774,False
63.0,flow_east.5,flow_west.2,V2V,269.58318797658205,False
63.0,flow_east.5,flow_west.3,V2V,207.9441250896446,False
63.0,flow_east.5,flow_west.4,V2V,647.3237957144621,False
63.0,flow_east.5,flow_west.5,V2V,294.09515949177427,False
63.0,flow_east.5,vehicle_1,V2V,275.2213982168627,False
63.0,flow_west.2,flow_east.1,V2V,401.4429195798042,False
63.0,flow_west.2,flow_east.3,V2V,179.0270912532525,False
63.0,flow_west.2,flow_east.4,V2V,134.92683246099614,False
63.0,flow_west.2,flow_east.5,V2V,269.58318797658205,False
63.0,flow_west.2,flow_west.3,V2V,592.9337778041358,False
63.0,flow_west.2,flow_west.4,V2V,217.42025377190623,False
63.0,flow_west.2,flow_west.5,V2V,925.964872181301,True
63.0,flow_west.2,vehicle_1,V2V,126.41874881496716,False
63.0,flow_west.3,flow_east.1,V2V,294.6732003647027,False
63.0,flow_west.3,flow_east.3,V2V,143.35325564636213,False
63.0,flow_west.3,flow_east.4,V2V,110.43812154230284,False
63.0,flow_west.3,flow_east.5,V2V,207.9441250896446,False
63.0,flow_west.3,flow_west.2,V2V,592.9337778041358,False
63.0,flow_west.3,flow_west.4,V2V,171.08984804751694,False
63.0,flow_west.3,flow_west.5,V2V,515.912255751332,False
63.0,flow_west.3,vehicle_1,V2V,103.82355680367183,False
63.0,flow_west.4,flow_east.1,V2V,381.2845050241565,False
63.0,flow_west.4,flow_east.3,V2V,654.8804472914046,False
63.0,flow_west.4,flow_east.4,V2V,388.0847710956295,False
63.0,flow_west.4,flow_east.5,V2V,647.3237957144621,False
63.0,flow_west.4,flow_west.2,V2V,217.42025377190623,False
63.0,flow_west.4,flow_west.3,V2V,171.08984804751694,False
63.0,flow_west.4,flow_west.5,V2V,235.30056008829123,False
63.0,flow_west.4,vehicle_1,V2V,350.39617453136975,False
63.0,flow_west.5,flow_east.1,V2V,448.006114133782,False
63.0,flow_west.5,flow_east.3,V2V,192.73823432016133,False
63.0,flow_west.5,flow_east.4,V2V,144.19151046834352,False
63.0,flow_west.5,flow_east.5,V2V,294.09515949177427,False
63.0,flow_west.5,flow_west.2,V2V,925.964872181301,False
63.0,flow_west.5,flow_west.3,V2V,515.912255751332,False
63.0,flow_west.5,flow_west.4,V2V,235.30056008829123,False
63.0,flow_west.5,vehicle_1,V2V,134.92683246099614,False
63.0,vehicle_1,flow_east.1,V2V,196.18069009648744,False
63.0,vehicle_1,flow_east.3,V2V,460.4053389000632,False
63.0,vehicle_1,flow_east.4,V2V,922.3167887251544,True
63.0,vehicle_1,flow_east.5,V2V,275.2213982168627,False
63.0,vehicle_1,flow_west.2,V2V,126.41874881496716,False
63.0,vehicle_1,flow_west.3,V2V,103.82355680367183,False
63.0,vehicle_1,flow_west.4,V2V,350.39617453136975,False
63.0,vehicle_1,flow_west.5,V2V,134.92683246099614,False
64.0,BS_1,flow_east.1,V2I,550.5724802817925,True
64.0,BS_1,flow_east.3,V2I,368.3710439872822,True
64.0,BS_1,flow_east.4,V2I,311.28807573193114,False
64.0,BS_1,flow_east.5,V2I,457.539767541101,True
64.0,BS_1,flow_west.2,V2I,616.8171050225409,True
64.0,BS_1,flow_west.3,V2I,553.4970751947817,True
64.0,BS_1,flow_west.4,V2I,433.7614886513786,True
64.0,BS_1,flow_west.5,V2I,628.2884339656022,True
64.0,BS_1,vehicle_1,V2I,299.89096898766445,False
64.0,flow_east.1,flow_east.3,V2V,298.4388318711436,False
64.0,flow_east.1,flow_east.4,V2V,210.4869449797328,False
64.0,flow_east.1,flow_east.5,V2V,507.5241302255107,False
64.0,flow_east.1,flow_west.2,V2V,355.55445653576396,False
64.0,flow_east.1,flow_west.3,V2V,264.82205798455146,False
64.0,flow_east.1,flow_west.4,V2V,434.70893851256574,False
64.0,flow_east.1,flow_west.5,V2V,394.5978030427178,False
64.0,flow_east.1,vehicle_1,V2V,195.4405975802456,False
64.0,flow_east.3,flow_east.1,V2V,298.4388318711436,False
64.0,flow_east.3,flow_east.4,V2V,515.2665056695485,False
64.0,flow_east.3,flow_east.5,V2V,462.63580792794306,False
64.0,flow_east.3,flow_west.2,V2V,164.69388500138535,False
64.0,flow_east.3,flow_west.3,V2V,132.31874518493967,False
64.0,flow_east.3,flow_west.4,V2V,545.0519057955278,False
64.0,flow_east.3,flow_west.5,V2V,177.1429351712039,False
64.0,flow_east.3,vehicle_1,V2V,457.539767541101,False
64.0,flow_east.4,flow_east.1,V2V,210.4869449797328,False
64.0,flow_east.4,flow_east.3,V2V,515.2665056695485,False
64.0,flow_east.4,flow_east.5,V2V,301.6362945583815,False
64.0,flow_east.4,flow_west.2,V2V,124.2972226850232,False
64.0,flow_east.4,flow_west.3,V2V,102.12870708934862,False
64.0,flow_east.4,flow_west.4,V2V,340.43428240416625,False
64.0,flow_east.4,flow_west.5,V2V,132.7179753699546,False
64.0,flow_east.4,vehicle_1,V2V,934.5882074042872,False
64.0,flow_east.5,flow_east.1,V2V,507.5241302255107,False
64.0,flow_east.5,flow_east.3,V2V,462.63580792794306,False
64.0,flow_east.5,flow_east.4,V2V,301.6362945583815,False
64.0,flow_east.5,flow_west.2,V2V,242.0170037139946,False
64.0,flow_east.5,flow_west.3,V2V,188.11288297492587,False
64.0,flow_east.5,flow_west.4,V2V,848.7309638603684,False
64.0,flow_east.5,flow_west.5,V2V,263.4273306931402,False
64.0,flow_east.5,vehicle_1,V2V,276.9204594571485,False
64.0,flow_west.2,flow_east.1,V2V,355.55445653576396,False
64.0,flow_west.2,flow_east.3,V2V,164.69388500138535,False
64.0,flow_west.2,flow_east.4,V2V,124.2972226850232,False
64.0,flow_west.2,flow_east.5,V2V,242.0170037139946,False
64.0,flow_west.2,flow_west.3,V2V,589.3403717052341,False
64.0,flow_west.2,flow_west.4,V2V,217.9376988698967,False
64.0,flow_west.2,flow_west.5,V2V,919.9953613232226,False
64.0,flow_west.2,vehicle_1,V2V,116.9579743496632,False
64.0,flow_west.3,flow_east.1,V2V,264.82205798455146,False
64.0,flow_west.3,flow_east.3,V2V,132.31874518493967,False
64.0,flow_west.3,flow_east.4,V2V,102.12870708934862,False
64.0,flow_west.3,flow_east.5,V2V,188.11288297492587,False
64.0,flow_west.3,flow_west.2,V2V,589.3403717052341,False
64.0,flow_west.3,flow_west.4,V2V,171.32064711173012,False
64.0,flow_west.3,flow_west.5,V2V,512.0390164767683,False
64.0,flow_west.3,vehicle_1,V2V,96.5092337387133,False
64.0,flow_west.4,flow_east.1,V2V,434.70893851256574,False
64.0,flow_west.4,flow_east.3,V2V,545.0519057955278,False
64.0,flow_west.4,flow_east.4,V2V,340.43428240416625,False
64.0,flow_west.4,flow_east.5,V2V,848.7309638603684,False
64.0,flow_west.4,flow_west.2,V2V,217.9376988698967,False
64.0,flow_west.4,flow_west.3,V2V,171.32064711173012,False
64.0,flow_west.4,flow_west.5,V2V,236.63791232915,False
64.0,flow_west.4,vehicle_1,V2V,310.70064466117793,False
64.0,flow_west.5,flow_east.1,V2V,394.5978030427178,False
64.0,flow_west.5,flow_east.3,V2V,177.1429351712039,False
64.0,flow_west.5,flow_east.4,V2V,132.7179753699546,False
64.0,flow_west.5,flow_east.5,V2V,263.4273306931402,False
64.0,flow_west.5,flow_west.2,V2V,919.9953613232226,False
64.0,flow_west.5,flow_west.3,V2V,512.0390164767683,False
64.0,flow_west.5,flow_west.4,V2V,236.63791232915,False
64.0,flow_west.5,vehicle_1,V2V,124.68127767315552,False
64.0,vehicle_1,flow_east.1,V2V,195.4405975802456,False
64.0,vehicle_1,flow_east.3,V2V,457.539767541101,False
64.0,vehicle_1,flow_east.4,V2V,934.5882074042872,True
64.0,vehicle_1,flow_east.5,V2V,276.9204594571485,False
64.0,vehicle_1,flow_west.2,V2V,116.9579743496632,False
